Customer ID,Product ID,Product Name,Review,Positive Aspect Terms,Negative Aspect Terms,Sentiment
CUST01711,PROD001,Apple iPhone 15 Pro Max,"I really love the speed of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its slow updates.",speed,slow updates,Positive
CUST00275,PROD001,Apple iPhone 15 Pro Max,"While the durability of the Apple iPhone 15 Pro Max impressed me, the limited ports was underwhelming.",durability,limited ports,Mixed
CUST00334,PROD001,Apple iPhone 15 Pro Max,"My experience with the Apple iPhone 15 Pro Max has been mostly great due to its build quality, but the weight needs improvement.",build quality,weight,Positive
CUST00869,PROD001,Apple iPhone 15 Pro Max,"While the durability of the Apple iPhone 15 Pro Max impressed me, the fragile screen was underwhelming.",durability,fragile screen,Positive
CUST00626,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its camera quality, though its short cable bothers me sometimes.",camera quality,short cable,Positive
CUST01288,PROD001,Apple iPhone 15 Pro Max,"I really love the design of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its short cable.",design,short cable,Positive
CUST00950,PROD001,Apple iPhone 15 Pro Max,"I really love the design of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its software bugs.",design,software bugs,Mixed
CUST00976,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its design, though its fragile screen bothers me sometimes.",design,fragile screen,Negative
CUST00565,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its storage capacity, though its slow updates bothers me sometimes.",storage capacity,slow updates,Negative
CUST01232,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its design, though its battery drain bothers me sometimes.",design,battery drain,Positive
CUST01722,PROD001,Apple iPhone 15 Pro Max,"I really love the camera quality of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its limited ports.",camera quality,limited ports,Mixed
CUST01507,PROD001,Apple iPhone 15 Pro Max,"My experience with the Apple iPhone 15 Pro Max has been mostly great due to its durability, but the size needs improvement.",durability,size,Positive
CUST00833,PROD001,Apple iPhone 15 Pro Max,"I really love the ease of use of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its price.",ease of use,price,Mixed
CUST00164,PROD001,Apple iPhone 15 Pro Max,"While the battery life of the Apple iPhone 15 Pro Max impressed me, the overheating was underwhelming.",battery life,overheating,Mixed
CUST01427,PROD001,Apple iPhone 15 Pro Max,"My experience with the Apple iPhone 15 Pro Max has been mostly great due to its build quality, but the size needs improvement.",build quality,size,Positive
CUST00940,PROD001,Apple iPhone 15 Pro Max,"I really love the performance of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its short cable.",performance,short cable,Positive
CUST01753,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its performance, though its limited ports bothers me sometimes.",performance,limited ports,Negative
CUST01008,PROD001,Apple iPhone 15 Pro Max,"The display on the Apple iPhone 15 Pro Max is outstanding, although the size could be better.",display,size,Positive
CUST00620,PROD001,Apple iPhone 15 Pro Max,"My experience with the Apple iPhone 15 Pro Max has been mostly great due to its camera quality, but the short cable needs improvement.",camera quality,short cable,Positive
CUST01414,PROD001,Apple iPhone 15 Pro Max,"While the storage capacity of the Apple iPhone 15 Pro Max impressed me, the overheating was underwhelming.",storage capacity,overheating,Positive
CUST01054,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its camera quality, though its slow updates bothers me sometimes.",camera quality,slow updates,Positive
CUST00979,PROD001,Apple iPhone 15 Pro Max,"My experience with the Apple iPhone 15 Pro Max has been mostly great due to its storage capacity, but the price needs improvement.",storage capacity,price,Positive
CUST00690,PROD001,Apple iPhone 15 Pro Max,"I really love the sound clarity of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its price.",sound clarity,price,Negative
CUST01103,PROD001,Apple iPhone 15 Pro Max,"While the camera quality of the Apple iPhone 15 Pro Max impressed me, the price was underwhelming.",camera quality,price,Positive
CUST00328,PROD001,Apple iPhone 15 Pro Max,"The build quality on the Apple iPhone 15 Pro Max is outstanding, although the software bugs could be better.",build quality,software bugs,Negative
CUST01130,PROD001,Apple iPhone 15 Pro Max,"My experience with the Apple iPhone 15 Pro Max has been mostly great due to its storage capacity, but the fragile screen needs improvement.",storage capacity,fragile screen,Positive
CUST01053,PROD001,Apple iPhone 15 Pro Max,"I really love the display of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its price.",display,price,Mixed
CUST01438,PROD001,Apple iPhone 15 Pro Max,"The durability on the Apple iPhone 15 Pro Max is outstanding, although the size could be better.",durability,size,Positive
CUST00277,PROD001,Apple iPhone 15 Pro Max,"I really love the ease of use of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its overheating.",ease of use,overheating,Negative
CUST01540,PROD001,Apple iPhone 15 Pro Max,"I really love the durability of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its fragile screen.",durability,fragile screen,Mixed
CUST00258,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its speed, though its size bothers me sometimes.",speed,size,Positive
CUST01994,PROD001,Apple iPhone 15 Pro Max,"While the camera quality of the Apple iPhone 15 Pro Max impressed me, the fragile screen was underwhelming.",camera quality,fragile screen,Mixed
CUST01530,PROD001,Apple iPhone 15 Pro Max,"While the build quality of the Apple iPhone 15 Pro Max impressed me, the price was underwhelming.",build quality,price,Negative
CUST01945,PROD001,Apple iPhone 15 Pro Max,"While the durability of the Apple iPhone 15 Pro Max impressed me, the fragile screen was underwhelming.",durability,fragile screen,Positive
CUST01533,PROD001,Apple iPhone 15 Pro Max,"The durability on the Apple iPhone 15 Pro Max is outstanding, although the heating issues could be better.",durability,heating issues,Positive
CUST01139,PROD001,Apple iPhone 15 Pro Max,"The ease of use on the Apple iPhone 15 Pro Max is outstanding, although the overheating could be better.",ease of use,overheating,Negative
CUST01805,PROD001,Apple iPhone 15 Pro Max,"I really love the storage capacity of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its limited ports.",storage capacity,limited ports,Positive
CUST00172,PROD001,Apple iPhone 15 Pro Max,"While the sound clarity of the Apple iPhone 15 Pro Max impressed me, the overheating was underwhelming.",sound clarity,overheating,Positive
CUST01448,PROD001,Apple iPhone 15 Pro Max,"The display on the Apple iPhone 15 Pro Max is outstanding, although the software bugs could be better.",display,software bugs,Positive
CUST01270,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its sound clarity, though its slow updates bothers me sometimes.",sound clarity,slow updates,Positive
CUST01305,PROD001,Apple iPhone 15 Pro Max,"While the design of the Apple iPhone 15 Pro Max impressed me, the weight was underwhelming.",design,weight,Mixed
CUST01430,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its build quality, though its slow updates bothers me sometimes.",build quality,slow updates,Positive
CUST00927,PROD001,Apple iPhone 15 Pro Max,"I really love the ease of use of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its limited ports.",ease of use,limited ports,Mixed
CUST01075,PROD001,Apple iPhone 15 Pro Max,"I really love the battery life of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its short cable.",battery life,short cable,Negative
CUST01553,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its storage capacity, though its software bugs bothers me sometimes.",storage capacity,software bugs,Positive
CUST00345,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its durability, though its price bothers me sometimes.",durability,price,Positive
CUST01768,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its display, though its heating issues bothers me sometimes.",display,heating issues,Positive
CUST01511,PROD001,Apple iPhone 15 Pro Max,"The ease of use on the Apple iPhone 15 Pro Max is outstanding, although the size could be better.",ease of use,size,Positive
CUST00200,PROD001,Apple iPhone 15 Pro Max,"The sound clarity on the Apple iPhone 15 Pro Max is outstanding, although the heating issues could be better.",sound clarity,heating issues,Negative
CUST01521,PROD001,Apple iPhone 15 Pro Max,"I really love the camera quality of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its size.",camera quality,size,Positive
CUST00419,PROD001,Apple iPhone 15 Pro Max,"I really love the sound clarity of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its short cable.",sound clarity,short cable,Positive
CUST00485,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its speed, though its size bothers me sometimes.",speed,size,Positive
CUST01483,PROD001,Apple iPhone 15 Pro Max,"I enjoy using the Apple iPhone 15 Pro Max because of its battery life, though its slow updates bothers me sometimes.",battery life,slow updates,Positive
CUST00742,PROD001,Apple iPhone 15 Pro Max,"The sound clarity on the Apple iPhone 15 Pro Max is outstanding, although the limited ports could be better.",sound clarity,limited ports,Negative
CUST01558,PROD001,Apple iPhone 15 Pro Max,"The performance on the Apple iPhone 15 Pro Max is outstanding, although the overheating could be better.",performance,overheating,Mixed
CUST01776,PROD001,Apple iPhone 15 Pro Max,"While the camera quality of the Apple iPhone 15 Pro Max impressed me, the overheating was underwhelming.",camera quality,overheating,Positive
CUST02013,PROD001,Apple iPhone 15 Pro Max,"I really love the build quality of my Apple iPhone 15 Pro Max, but I'm a bit disappointed with its software bugs.",build quality,software bugs,Positive
CUST02026,PROD001,Apple iPhone 15 Pro Max,"While the battery life of the Apple iPhone 15 Pro Max impressed me, the size was underwhelming.",battery life,size,Positive
CUST00876,PROD001,Apple iPhone 15 Pro Max,"The durability on the Apple iPhone 15 Pro Max is outstanding, although the slow updates could be better.",durability,slow updates,Mixed
CUST00847,PROD001,Apple iPhone 15 Pro Max,"While the battery life of the Apple iPhone 15 Pro Max impressed me, the price was underwhelming.",battery life,price,Positive
CUST00205,PROD001,Apple iPhone 15 Pro Max,"My experience with the Apple iPhone 15 Pro Max has been mostly great due to its display, but the battery drain needs improvement.",display,battery drain,Mixed
CUST00658,PROD002,Samsung Galaxy S24 Ultra,"The build quality on the Samsung Galaxy S24 Ultra is outstanding, although the software bugs could be better.",build quality,software bugs,Positive
CUST01956,PROD002,Samsung Galaxy S24 Ultra,"I really love the ease of use of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its weight.",ease of use,weight,Positive
CUST01739,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its speed, though its overheating bothers me sometimes.",speed,overheating,Negative
CUST01844,PROD002,Samsung Galaxy S24 Ultra,"I really love the storage capacity of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its slow updates.",storage capacity,slow updates,Positive
CUST01143,PROD002,Samsung Galaxy S24 Ultra,"While the design of the Samsung Galaxy S24 Ultra impressed me, the fragile screen was underwhelming.",design,fragile screen,Negative
CUST00261,PROD002,Samsung Galaxy S24 Ultra,"I really love the performance of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its limited ports.",performance,limited ports,Mixed
CUST01249,PROD002,Samsung Galaxy S24 Ultra,"While the storage capacity of the Samsung Galaxy S24 Ultra impressed me, the heating issues was underwhelming.",storage capacity,heating issues,Positive
CUST01205,PROD002,Samsung Galaxy S24 Ultra,"While the storage capacity of the Samsung Galaxy S24 Ultra impressed me, the size was underwhelming.",storage capacity,size,Positive
CUST01446,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its performance, but the fragile screen needs improvement.",performance,fragile screen,Positive
CUST00168,PROD002,Samsung Galaxy S24 Ultra,"The design on the Samsung Galaxy S24 Ultra is outstanding, although the overheating could be better.",design,overheating,Positive
CUST00404,PROD002,Samsung Galaxy S24 Ultra,"While the sound clarity of the Samsung Galaxy S24 Ultra impressed me, the weight was underwhelming.",sound clarity,weight,Negative
CUST01565,PROD002,Samsung Galaxy S24 Ultra,"While the build quality of the Samsung Galaxy S24 Ultra impressed me, the limited ports was underwhelming.",build quality,limited ports,Positive
CUST00603,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its storage capacity, though its limited ports bothers me sometimes.",storage capacity,limited ports,Negative
CUST02091,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its performance, though its slow updates bothers me sometimes.",performance,slow updates,Positive
CUST01076,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its storage capacity, but the overheating needs improvement.",storage capacity,overheating,Negative
CUST01405,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its ease of use, but the fragile screen needs improvement.",ease of use,fragile screen,Positive
CUST01422,PROD002,Samsung Galaxy S24 Ultra,"The build quality on the Samsung Galaxy S24 Ultra is outstanding, although the software bugs could be better.",build quality,software bugs,Positive
CUST00820,PROD002,Samsung Galaxy S24 Ultra,"I really love the display of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its overheating.",display,overheating,Mixed
CUST00193,PROD002,Samsung Galaxy S24 Ultra,"The build quality on the Samsung Galaxy S24 Ultra is outstanding, although the heating issues could be better.",build quality,heating issues,Positive
CUST01767,PROD002,Samsung Galaxy S24 Ultra,"I really love the battery life of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its fragile screen.",battery life,fragile screen,Positive
CUST00305,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its display, though its price bothers me sometimes.",display,price,Positive
CUST01245,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its design, though its limited ports bothers me sometimes.",design,limited ports,Negative
CUST00470,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its battery life, though its software bugs bothers me sometimes.",battery life,software bugs,Negative
CUST01231,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its storage capacity, but the slow updates needs improvement.",storage capacity,slow updates,Positive
CUST00591,PROD002,Samsung Galaxy S24 Ultra,"The display on the Samsung Galaxy S24 Ultra is outstanding, although the size could be better.",display,size,Positive
CUST00537,PROD002,Samsung Galaxy S24 Ultra,"I really love the battery life of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its slow updates.",battery life,slow updates,Negative
CUST01495,PROD002,Samsung Galaxy S24 Ultra,"While the battery life of the Samsung Galaxy S24 Ultra impressed me, the software bugs was underwhelming.",battery life,software bugs,Positive
CUST00195,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its display, though its software bugs bothers me sometimes.",display,software bugs,Positive
CUST00449,PROD002,Samsung Galaxy S24 Ultra,"The design on the Samsung Galaxy S24 Ultra is outstanding, although the overheating could be better.",design,overheating,Positive
CUST00230,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its battery life, but the price needs improvement.",battery life,price,Mixed
CUST00966,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its storage capacity, but the price needs improvement.",storage capacity,price,Mixed
CUST00321,PROD002,Samsung Galaxy S24 Ultra,"I really love the performance of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its software bugs.",performance,software bugs,Positive
CUST00544,PROD002,Samsung Galaxy S24 Ultra,"I really love the storage capacity of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its price.",storage capacity,price,Mixed
CUST01524,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its sound clarity, though its price bothers me sometimes.",sound clarity,price,Positive
CUST02075,PROD002,Samsung Galaxy S24 Ultra,"While the speed of the Samsung Galaxy S24 Ultra impressed me, the short cable was underwhelming.",speed,short cable,Positive
CUST01185,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its display, though its price bothers me sometimes.",display,price,Mixed
CUST00201,PROD002,Samsung Galaxy S24 Ultra,"The design on the Samsung Galaxy S24 Ultra is outstanding, although the heating issues could be better.",design,heating issues,Positive
CUST01318,PROD002,Samsung Galaxy S24 Ultra,"While the speed of the Samsung Galaxy S24 Ultra impressed me, the battery drain was underwhelming.",speed,battery drain,Mixed
CUST00842,PROD002,Samsung Galaxy S24 Ultra,"While the durability of the Samsung Galaxy S24 Ultra impressed me, the size was underwhelming.",durability,size,Mixed
CUST00397,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its design, but the heating issues needs improvement.",design,heating issues,Mixed
CUST01322,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its display, but the weight needs improvement.",display,weight,Mixed
CUST01922,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its battery life, though its overheating bothers me sometimes.",battery life,overheating,Negative
CUST00562,PROD002,Samsung Galaxy S24 Ultra,"The ease of use on the Samsung Galaxy S24 Ultra is outstanding, although the fragile screen could be better.",ease of use,fragile screen,Positive
CUST00673,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its display, but the heating issues needs improvement.",display,heating issues,Positive
CUST00896,PROD002,Samsung Galaxy S24 Ultra,"While the performance of the Samsung Galaxy S24 Ultra impressed me, the price was underwhelming.",performance,price,Positive
CUST01989,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its design, but the overheating needs improvement.",design,overheating,Positive
CUST02086,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its display, but the heating issues needs improvement.",display,heating issues,Positive
CUST01191,PROD002,Samsung Galaxy S24 Ultra,"I really love the camera quality of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its price.",camera quality,price,Mixed
CUST00871,PROD002,Samsung Galaxy S24 Ultra,"I really love the speed of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its software bugs.",speed,software bugs,Mixed
CUST00519,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its design, but the weight needs improvement.",design,weight,Negative
CUST01149,PROD002,Samsung Galaxy S24 Ultra,"My experience with the Samsung Galaxy S24 Ultra has been mostly great due to its design, but the size needs improvement.",design,size,Mixed
CUST00529,PROD002,Samsung Galaxy S24 Ultra,"While the ease of use of the Samsung Galaxy S24 Ultra impressed me, the software bugs was underwhelming.",ease of use,software bugs,Positive
CUST00831,PROD002,Samsung Galaxy S24 Ultra,"I really love the design of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its weight.",design,weight,Negative
CUST01493,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its storage capacity, though its battery drain bothers me sometimes.",storage capacity,battery drain,Negative
CUST01799,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its battery life, though its software bugs bothers me sometimes.",battery life,software bugs,Positive
CUST02049,PROD002,Samsung Galaxy S24 Ultra,"I really love the camera quality of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its slow updates.",camera quality,slow updates,Positive
CUST00238,PROD002,Samsung Galaxy S24 Ultra,"I really love the ease of use of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its software bugs.",ease of use,software bugs,Positive
CUST01335,PROD002,Samsung Galaxy S24 Ultra,"The display on the Samsung Galaxy S24 Ultra is outstanding, although the slow updates could be better.",display,slow updates,Positive
CUST00306,PROD002,Samsung Galaxy S24 Ultra,"The durability on the Samsung Galaxy S24 Ultra is outstanding, although the price could be better.",durability,price,Mixed
CUST01353,PROD002,Samsung Galaxy S24 Ultra,"While the camera quality of the Samsung Galaxy S24 Ultra impressed me, the overheating was underwhelming.",camera quality,overheating,Positive
CUST01902,PROD002,Samsung Galaxy S24 Ultra,"The durability on the Samsung Galaxy S24 Ultra is outstanding, although the price could be better.",durability,price,Positive
CUST00248,PROD002,Samsung Galaxy S24 Ultra,"While the storage capacity of the Samsung Galaxy S24 Ultra impressed me, the battery drain was underwhelming.",storage capacity,battery drain,Negative
CUST00772,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its build quality, though its heating issues bothers me sometimes.",build quality,heating issues,Positive
CUST00931,PROD002,Samsung Galaxy S24 Ultra,"While the battery life of the Samsung Galaxy S24 Ultra impressed me, the slow updates was underwhelming.",battery life,slow updates,Positive
CUST01250,PROD002,Samsung Galaxy S24 Ultra,"I enjoy using the Samsung Galaxy S24 Ultra because of its speed, though its heating issues bothers me sometimes.",speed,heating issues,Positive
CUST00911,PROD002,Samsung Galaxy S24 Ultra,"While the display of the Samsung Galaxy S24 Ultra impressed me, the overheating was underwhelming.",display,overheating,Positive
CUST01327,PROD002,Samsung Galaxy S24 Ultra,"I really love the display of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its overheating.",display,overheating,Mixed
CUST00909,PROD002,Samsung Galaxy S24 Ultra,"I really love the performance of my Samsung Galaxy S24 Ultra, but I'm a bit disappointed with its software bugs.",performance,software bugs,Positive
CUST00268,PROD002,Samsung Galaxy S24 Ultra,"While the storage capacity of the Samsung Galaxy S24 Ultra impressed me, the heating issues was underwhelming.",storage capacity,heating issues,Mixed
